8521241 -52.000000 -184.000000 16432.000000 -338.000000 62.000000 -12.000000 -2752.000000
8531238 -132.000000 -180.000000 16480.000000 -376.000000 46.000000 -6.000000 -2768.000000
8541081 -52.000000 -20.000000 16616.000000 -403.000000 91.000000 -3.000000 -2768.000000
8550992 -12.000000 -164.000000 16500.000000 -409.000000 121.000000 -11.000000 -2768.000000
8561071 -20.000000 -140.000000 16460.000000 -403.000000 58.000000 252.000000 -2736.000000
8571071 -24.000000 -224.000000 16424.000000 -359.000000 14.000000 4.000000 -2752.000000
8581041 -64.000000 -168.000000 16616.000000 -380.000000 2.000000 -30.000000 -2768.000000
8591027 -112.000000 -188.000000 16392.000000 -360.000000 25.000000 223.000000 -2752.000000
8600993 -80.000000 -88.000000 16324.000000 -416.000000 499.000000 249.000000 -2752.000000
8610979 -168.000000 -280.000000 16532.000000 -384.000000 -65.000000 -39.000000 -2768.000000
8620938 136.000000 -196.000000 16532.000000 -234.000000 -73.000000 -10.000000 -2752.000000
8630912 -192.000000 -176.000000 16268.000000 -298.000000 -92.000000 -10.000000 -2768.000000
8640894 -148.000000 -212.000000 16444.000000 -380.000000 123.000000 8.000000 -2752.000000
8650811 -168.000000 -140.000000 16472.000000 -437.000000 84.000000 -34.000000 -2752.000000
8660632 8.000000 -192.000000 16372.000000 -394.000000 160.000000 20.000000 -2752.000000
8670625 -56.000000 -156.000000 16360.000000 -406.000000 59.000000 -2.000000 -2736.000000
8680612 -72.000000 -164.000000 16388.000000 -323.000000 -42.000000 245.000000 -2768.000000
8690603 -116.000000 -192.000000 16488.000000 -6.000000 -143.000000 -255.000000 -2752.000000
8700568 -84.000000 -244.000000 16472.000000 -280.000000 -189.000000 -4.000000 -2800.000000
8710544 -108.000000 -108.000000 16192.000000 -304.000000 -256.000000 -38.000000 -2752.000000
8720521 36.000000 -224.000000 16540.000000 -364.000000 -7.000000 18.000000 -2752.000000
8730452 -136.000000 -268.000000 16556.000000 -398.000000 66.000000 253.000000 -2736.000000
8740447 -112.000000 -76.000000 16372.000000 -470.000000 167.000000 21.000000 -2784.000000
8751063 -96.000000 -156.000000 16436.000000 -449.000000 70.000000 6.000000 -2752.000000
8760939 -104.000000 -140.000000 16132.000000 -347.000000 6.000000 -20.000000 -2784.000000
8770881 -160.000000 -120.000000 16436.000000 -273.000000 -33.000000 -26.000000 -2720.000000
8780710 20.000000 -140.000000 16212.000000 -331.000000 18.000000 2.000000 -2752.000000
8790693 -68.000000 -156.000000 16472.000000 -419.000000 64.000000 -11.000000 -2768.000000
8800649 -60.000000 -172.000000 16524.000000 -428.000000 82.000000 0.000000 -2784.000000
8810629 -252.000000 -456.000000 16196.000000 -401.000000 100.000000 246.000000 -2736.000000
8820613 12.000000 -124.000000 16372.000000 -369.000000 7.000000 6.000000 -2784.000000
8830598 -132.000000 -140.000000 16336.000000 -337.000000 -29.000000 -10.000000 -2768.000000
8840561 -20.000000 -68.000000 16480.000000 -376.000000 39.000000 5.000000 -2768.000000
8850511 -128.000000 -120.000000 16436.000000 -394.000000 67.000000 -256.000000 -2752.000000
8860280 -104.000000 -232.000000 16564.000000 -384.000000 60.000000 13.000000 -2736.000000
8870213 240.000000 -184.000000 16320.000000 -389.000000 74.000000 -7.000000 -2752.000000
8880196 -24.000000 -88.000000 16516.000000 -360.000000 61.000000 251.000000 -2752.000000
8890162 16.000000 -184.000000 16528.000000 -355.000000 20.000000 -34.000000 -2768.000000
8900139 208.000000 -152.000000 16608.000000 -360.000000 27.000000 -25.000000 -2752.000000
8910115 -108.000000 -128.000000 16256.000000 -404.000000 46.000000 12.000000 -2752.000000
8920073 -56.000000 -224.000000 16296.000000 -411.000000 67.000000 -242.000000 -2736.000000
8930091 -80.000000 -148.000000 16396.000000 -392.000000 64.000000 -23.000000 -2768.000000
8940065 -100.000000 -120.000000 16600.000000 -392.000000 41.000000 -18.000000 -2768.000000
8949975 -80.000000 -200.000000 16156.000000 -353.000000 67.000000 -2.000000 -2784.000000
8959771 -56.000000 -108.000000 16388.000000 -369.000000 36.000000 4.000000 -2768.000000
8969765 -168.000000 -188.000000 16152.000000 -376.000000 64.000000 -255.000000 -2720.000000
8980055 -44.000000 -8.000000 16576.000000 -399.000000 53.000000 -2.000000 -2752.000000
8989850 -100.000000 -148.000000 16452.000000 -382.000000 30.000000 245.000000 -2768.000000
8999810 -32.000000 -184.000000 16520.000000 -396.000000 50.000000 -13.000000 -2768.000000
9009782 -72.000000 -224.000000 16488.000000 -369.000000 20.000000 5.000000 -2752.000000
9019765 -100.000000 -128.000000 16408.000000 -381.000000 37.000000 -247.000000 -2768.000000
9029742 -80.000000 -116.000000 16616.000000 -372.000000 44.000000 7.000000 -2752.000000
9039713 -76.000000 -192.000000 16204.000000 -368.000000 50.000000 -20.000000 -2768.000000
9049679 -60.000000 -188.000000 16416.000000 -396.000000 69.000000 23.000000 -2800.000000
9059499 -88.000000 -244.000000 16460.000000 -380.000000 52.000000 -13.000000 -2768.000000
9069429 0.000000 -216.000000 16428.000000 -352.000000 65.000000 1.000000 -2752.000000
9079222 -64.000000 -80.000000 16228.000000 -383.000000 49.000000 -4.000000 -2768.000000
9089196 4.000000 -128.000000 16400.000000 -393.000000 42.000000 -7.000000 -2752.000000
9099162 -16.000000 -76.000000 16432.000000 -387.000000 71.000000 -14.000000 -2720.000000
9109139 32.000000 -252.000000 16304.000000 -388.000000 69.000000 -246.000000 -2768.000000
9119098 -200.000000 -124.000000 16408.000000 -359.000000 44.000000 -25.000000 -2752.000000
9129081 -96.000000 -92.000000 16256.000000 -364.000000 6.000000 -7.000000 -2736.000000
9139058 144.000000 -72.000000 16600.000000 -395.000000 53.000000 -253.000000 -2752.000000
9149026 -80.000000 -124.000000 16628.000000 -396.000000 71.000000 -247.000000 -2720.000000
9158835 224.000000 -228.000000 16444.000000 -381.000000 45.000000 13.000000 -2720.000000
9168827 -128.000000 -168.000000 16184.000000 -370.000000 59.000000 -3.000000 -2736.000000
9178802 208.000000 -204.000000 16424.000000 -372.000000 55.000000 -3.000000 -2720.000000
9188755 -92.000000 -160.000000 16448.000000 -386.000000 18.000000 249.000000 -2784.000000
9198530 -20.000000 -152.000000 16144.000000 -404.000000 74.000000 15.000000 -2736.000000
9208516 -48.000000 -120.000000 16400.000000 -387.000000 51.000000 -250.000000 -2784.000000
9218485 -16.000000 -64.000000 16132.000000 -398.000000 59.000000 0.000000 -2768.000000
9228458 -68.000000 -116.000000 16168.000000 -367.000000 17.000000 0.000000 -2752.000000
9238221 -40.000000 -124.000000 16360.000000 -377.000000 21.000000 255.000000 -2768.000000
9248184 -20.000000 -16.000000 16472.000000 -387.000000 51.000000 -35.000000 -2752.000000
9258057 -64.000000 -224.000000 16532.000000 -372.000000 33.000000 -255.000000 -2768.000000
9268046 56.000000 -168.000000 16444.000000 -383.000000 50.000000 -12.000000 -2768.000000
9278015 -56.000000 -132.000000 16508.000000 -385.000000 67.000000 -243.000000 -2736.000000
9287772 -124.000000 -220.000000 16440.000000 -383.000000 55.000000 -14.000000 -2768.000000
